Date,Alabama,Alaska,American Samoa,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,Diamond Princess,District of Columbia,Florida,Georgia,Grand Princess,Guam,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Northern Mariana Islands,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virgin Islands,Virginia,Washington,West Virginia,Wisconsin,Wyoming
2020-04-30,0.02546296296296302,0.0,,0.06186711055624916,0.027560288130284993,0.028370976675487825,0.03564168586529348,0.034856352971943005,0.01697099892588616,0.0,0.0528494885533366,0.014973036483596047,0.018971871968962217,0.0,0.028368794326241176,0.00815660685154973,0.016393442622950838,0.05083601413876648,0.03800488883715514,0.04413269034049394,0.14951810367283147,0.037690103592682433,0.012328271872740437,0.03693181818181812,0.042831790493548905,0.0316434213774377,0.02593265532457112,0.10594315245478025,0.037448622316943236,0.025125628140703515,0.0044345898004434225,0.1116593092703193,0.024118362383461767,0.04275996112730818,0.019653675933485104,0.06162464985994398,0.015619421337310868,0.038185043413313524,0.03291384317521784,0.0,0.041842455065595585,0.041750647854880585,0.026165167620605168,0.03548686511105825,0.07397069085833907,0.045349824178489095,0.03621217273036392,0.032026970080067496,0.035597144510901124,0.0496181811538603,0.03891483211029567,0.004640371229698292,0.1578947368421053,0.05914984627723574,0.018265813788201912,0.013513513513513598,0.05122699386503071,0.025688073394495303
2020-05-01,0.029063205417607207,0.02499999999999991,,0.04101894186805999,0.017067967083206348,0.03782166367444639,0.03330280031405386,0.038411552346570454,0.038867765103506535,0.0,0.07749248207263482,0.03081032947462159,0.04664179104477606,0.0,0.0,0.0016181229773462036,0.015625,0.05928039608450808,0.04457527333894018,0.1034289713086074,0.050079311126217885,0.03695836873406977,0.025356237277240012,0.025570776255707806,0.0795694968264189,0.031196255252964766,0.024058144348866106,0.11565420560747675,0.05825385179750553,0.02941176470588225,0.0,0.16982013548236385,0.038590936077577576,0.07642124883504198,0.021390284192428277,0.029903254177660488,0.012951257014442774,0.041816546762589946,0.03748828491096523,0.0,0.039718200477062204,0.03593145384190155,0.02749003984063747,0.033520251818807134,0.023391812865497075,0.03955457603526269,0.02674323215750607,0.03103307472437722,0.10768514205868662,0.033592091064155616,0.03339041095890405,0.01501154734411081,0.0,0.06657411497444321,0.021637467718294223,0.02400000000000002,0.06711409395973145,0.012522361359570633
2020-05-02,0.04346037839319994,0.0027100271002709064,,0.04956707240557168,0.010488462691039757,0.025391150578556898,0.02735389096435137,0.018182450285078477,0.024400162667751024,0.0,0.029841133533705433,0.02116447823082246,0.03063043399177845,0.0,0.0,0.001615508885298933,0.022828784119106604,0.04370707341004376,0.03569511540526027,0.09627092846270924,0.05416486836426415,-0.0006145022531749422,0.01494200828950576,0.026714158504007157,0.042646557600545254,0.014952213826809668,0.020213817267091816,0.08760907504363002,0.03175263449805876,0.031623931623931734,0.004415011037527616,0.06170127795527147,0.026867378048780477,0.051515151515151514,0.020851555408862188,0.06233988044406491,0.015124191570931034,0.029693569270608622,0.04155374887082197,0.0,0.031585125113375634,0.02748132337246534,0.021713842574641262,0.018455394421025062,0.11555555555555563,0.03648739120731981,0.03691275167785224,0.024950495049504973,0.06475485661424596,0.04125690421662398,0.03251864125932058,0.007963594994311762,0.0,0.04946160217725715,0.02500512400081978,0.02864583333333326,0.04730653541153962,0.0229681978798586
2020-05-03,0.036394691893312237,0.008108108108108025,,0.03299856527977041,0.019276393831553884,0.029167525821508278,0.025269645608628766,0.0,0.03374354902739185,0.0,0.04565353345841161,0.01734201844175609,0.011789206169919852,0.0,0.0,0.0,0.0,0.0511751132381848,0.03306556102617253,0.06155270160823778,0.05547594677584433,0.05144496823119482,0.006863417982155173,0.027753686036426695,0.04041188248273597,0.010559556470050246,0.01371521662557229,0.06915917843388963,0.014648568740760703,0.031127944135400654,0.0,0.06469813804777136,0.01540174429393204,0.036640592836558294,0.024467130628773814,0.03161843515541274,0.010984832751288476,0.019951378992371538,0.03295750216825666,0.0,0.02994569433669514,0.03142041028304332,0.017077798861480087,0.014476967560502318,0.02902675014228806,0.02023899235655069,0.02111265218061331,0.016615146831530092,0.04075507463865424,0.034964582592101445,0.03811434302908734,0.01241534988713311,0.0,0.052655316270154406,0.012130907151902903,0.00843881856540074,0.03968668407310716,0.012089810017271052
2020-05-04,0.028397565922920975,0.00536193029490617,,0.03287037037037033,0.015711376200174598,0.017867876072345856,0.01701232341448744,0.02342336190118477,0.015360983102918668,0.0,0.030701754385964897,0.022700814901047695,0.02742019884877034,0.0,0.0,0.001612903225806539,0.02183406113537112,0.037041252703295946,0.02879646816836412,0.057547683923705684,0.044026377036462394,0.022417153996101336,0.011349693251533788,0.016877637130801704,0.03715340507422815,0.026610862095782117,0.0065367993571785465,0.08569713342338292,0.04331125827814564,0.03282828282828287,0.00439560439560438,0.06641936053700759,0.028874269005847886,0.02779984114376499,0.012032127753581978,0.04701298701298695,0.008021111514940893,0.025971891181063578,0.028547439126784147,0.0,0.028120919955809898,0.01812688821752273,0.02947761194029841,0.03105905319668123,0.01935840707964598,0.018465759206499843,0.019770600664050786,0.014063093880653854,0.029900584351521653,0.02453278329895614,0.027439613526569984,0.00557413600891854,0.0,0.04396958011996577,0.01824168587421804,0.024267782426778295,0.03415369161225512,0.017064846416382284
2020-05-05,0.040064102564102644,0.002666666666666595,,0.04269385925593894,0.009739329704955502,0.046023906663803515,0.026539780115852896,0.02161945751176053,0.015695915279879014,0.0,0.02940038684719526,0.014689541155107566,0.018573223320091037,0.0,0.0,0.006441223832528209,0.009971509971509862,0.03311538642457301,0.025649778124542832,0.04204885087086474,0.04922905443061487,0.11000953288846516,0.010885316617800678,0.01742738589211612,0.026847924871251205,0.023937745334343452,0.012211961681194428,0.0852916781863422,0.041894122127713596,0.02189375416759276,-0.002188183807439792,0.055656783170448865,0.005328596802841812,0.018547140649149974,0.018118173525949466,0.026544281815926496,0.007019843048975849,0.03564848193543213,0.033469387755102,0.0,0.02417700498192832,0.020524233432245298,0.02899601304820587,0.019842471978188447,0.043950081389039664,0.029113137173642833,0.012431552464111206,0.019865067466266817,0.00876869795888302,0.03443858097184527,0.024826029716005227,0.005543237250554389,0.0,0.0391935566613657,0.008537058595265767,0.017973856209150263,0.04006799417192819,0.01342281879194629
2020-05-06,0.03010548773260635,0.0026595744680850686,,0.04320257925846316,0.024397163120567278,0.036950869029697575,0.026774917947832044,0.012213840175043345,0.07577732265872283,0.0,0.026118000751597092,0.015037794812895688,0.024834988999266727,0.0,0.02758620689655178,0.0016000000000000458,0.014574518100611167,0.035559805126804234,0.03979460847240057,0.0289783404213233,0.06108356940509907,0.019237375472346274,0.013435124683291111,0.022838499184339334,0.038573588523804325,0.022934237251657885,0.01756405337425937,0.09272704114125596,0.026440843182649054,0.02740619902120711,0.0,0.04958418327318381,0.014310954063604164,0.03983308042488609,0.009931619612077114,0.036974383760270735,0.008673939575082779,0.04741646039603964,0.04502369668246442,0.0714285714285714,0.0289474939195955,0.01817300702689595,0.02712222613596338,0.017377097876132508,0.022869022869022926,0.02738346924393431,0.013886858646396716,0.02168320470415286,0.018115412710007384,0.02995989620193451,0.02679390713892449,0.0011025358324145973,0.0,0.03593819420447253,0.019943568038989445,-0.0032102728731941976,0.03910810179780522,0.04470198675496695
2020-05-07,0.040846853066390576,0.007957559681697646,,0.024518388791593626,0.02547770700636942,0.025273855087765584,0.030170480035890623,0.02545571866430074,0.027864312911041855,0.0,0.03534151254349016,0.021735698121151614,0.028461763653514716,0.0,0.0,0.004792332268370503,0.009267840593141896,0.03867686715910423,0.028943758573388267,0.062956555171088,0.056565993659269065,0.03286147623862479,0.008322642192177376,0.06060606060606055,0.04299968043177227,0.022157058699768584,0.014118731408940377,0.09161906982165746,0.031101614434947855,0.024981475600719838,0.0,0.09642696965166686,0.0198571677408117,0.03721269609631528,0.015929941618014976,0.047075273828944386,0.010775423022550967,0.03766339265933083,0.03628117913832196,0.0,0.025723025583982206,0.030461684911946785,0.02503429355281206,0.021094890510948927,0.03201219512195119,0.031847133757961776,0.029700115340253852,0.045323741007194274,0.01133591620031571,0.03172240036646823,0.023056300268096575,0.008810572687224738,0.0,0.027877055039313703,0.02049669915121033,0.03623188405797095,0.035276935175822866,0.006339144215530945
2020-05-08,0.037475127128012486,0.007894736842105177,,0.05842131724484667,0.011882257628949455,0.026581708180472452,0.02487751769188895,0.019726906619682794,0.028961104563057782,0.0,0.04333215422709591,0.009554960337900376,0.017806312859763418,0.0,0.01342281879194629,0.0,0.0,0.040764205387253005,0.02857396791538913,0.03598878741296674,0.052905874921036045,0.025942241801272692,0.006622732611248905,0.03308270676691727,0.037822564172397266,0.01874364812885143,0.015657275055771303,0.07720234917245072,0.04651162790697683,0.015077971702984527,0.004385964912280604,0.06599400054540494,0.01110162254483349,0.036581076327822704,0.013799434290362678,0.04006231916314262,0.008971841609434872,0.03309372998363114,0.03938730853391692,0.0,0.039989155483258765,0.021709006928406493,0.026430244228839106,0.025287726070484018,0.06154603643525358,0.02364672364672371,0.03150378045365443,0.08224363386097733,0.024475028376844454,0.03357753357753368,0.03406708595387831,0.0032751091703056012,0.030303030303030276,0.035790449698655635,0.009672848253342359,0.027972027972027913,0.04069451980466621,0.014173228346456623
2020-05-09,0.030154501864677608,0.005221932114882533,,0.04123123693710817,0.0,0.0434482758620689,0.029107133372284544,0.01767918299342819,0.027164130256913666,0.0,0.03441261230717063,0.020459705604734868,0.012647214194711154,0.0,0.0,0.0031796502384737746,0.012396694214876103,0.031521149674620386,0.02531754946859066,0.018678537138867135,0.024298785060747008,0.024173027989821794,0.018214227839896235,0.024745269286754024,0.03441036575364942,0.00873847708043951,0.010290827740492281,0.06958762886597936,0.03168316831683171,0.016176620205514247,0.0,0.035175236633410156,0.04239864864864873,0.021717000339328107,0.011462014134275611,0.022469505670875245,0.008217138256755963,0.03348029760264537,0.027368421052631486,0.06666666666666665,0.029588112617309648,0.014918625678119302,0.02998696219035213,0.02072475641003302,0.0078849721706864,0.01948232674645145,0.02226143613411158,0.07885532591414934,0.02264386122844675,0.030822101702196125,0.031086332150701113,0.0021762785636560977,0.0,0.03822397278667977,0.01745179399560648,0.0,0.03639207507820652,0.013975155279503104
2020-05-10,0.02285891601158463,0.0025974025974024872,,0.014507299270072993,0.07072324526287699,0.015441927537102718,0.016929032258064414,0.017281105990783363,0.0,0.0,0.027859718125204935,0.01487462813429663,0.030440653001104767,0.0,0.0,0.0015847860538826808,0.01133786848072571,0.021765131103371305,0.01660205629529754,0.024676548710478974,0.017864987553082523,0.0,0.00582487188464853,0.019886363636363535,0.033392528699181856,0.00494479357051647,0.008253482567034398,0.04457831325301198,0.013115802943058252,0.011714056868241896,0.0,0.00963795872976636,-0.008264462809917328,0.01992693457323158,0.009876489297437452,0.017789870238593464,0.006823325988676743,0.018130915877882847,0.018442622950819665,0.0,0.016204582858589722,0.022048997772828427,0.021518987341772045,0.02354849726775954,0.011504832029452405,0.025935025935025946,0.016199707874120284,0.036545829649277994,0.014693932827735567,0.02250351617440227,0.024250368671145273,0.006514657980456029,0.014705882352941124,0.03815312984997421,0.013014273719563318,0.027966742252456545,0.028171848274474387,0.013782542113323082
2020-05-11,0.027808676307007785,0.005181347150259086,,0.023743142368918058,0.007726819541375773,0.025576923076923164,0.008932649850276642,0.006288370984085301,0.04588179066433007,0.0,0.018654336734693855,0.009508325943442753,0.012567004169148355,0.0,0.0,0.0031645569620253333,0.013452914798206317,0.016284843261599402,0.020765978612285574,0.03461827912032778,0.029923751978132573,0.03680124223602488,0.006803797468354356,0.01810584958217265,0.024120047871850847,0.016330954071527293,0.010881284191191165,0.04684588767633757,0.018208609620040006,0.010588817417120255,0.0021834061135370675,0.028882633704564897,0.005228758169934622,0.0289807880169326,0.010464563183764097,0.042360682706148456,0.004949388035003555,0.021408930208197008,0.01810865191146882,0.1875,0.028902454217017537,0.005229897581172427,0.017967781908302394,0.008675486744857297,0.02638762511373982,0.015611140677665336,0.018162811969162362,0.027580324139891976,0.03730397063730395,0.033037852157522085,0.017757158854583288,-0.0010787486515642097,0.0,0.04106972301814715,0.013675922088686177,0.004411764705882337,0.019473529699579162,0.010574018126888296
2020-05-12,0.029515938606847758,0.005154639175257714,,0.03101115698849166,0.029928271085827296,0.023813988374273398,0.013984606871572991,0.016822153117133087,0.026808834729626918,0.0,0.015025825637815071,0.022961300082963154,0.027116051996941337,0.0,0.0066225165562914245,0.001577287066246047,0.014601769911504414,0.050805624818054174,0.020302919559832766,0.04356259597510714,0.011314429389579495,0.02635914332784184,0.007386452931007481,0.010259917920656614,0.020615467593563697,0.017808991518360573,0.012482471213288271,0.05890329688956686,0.02418854661980574,0.01145710928319632,0.004357298474945592,0.014868561912691813,0.026170351105331502,0.02499999999999991,0.005071109652939221,0.028210692444269103,0.0042426310246101995,0.027177745016345067,0.03491436100131762,0.0,0.0190902853452799,0.025796661608497695,0.021911138161899046,0.014075654575828267,0.019060283687943214,0.014323144104803509,0.017325462012320436,0.013558384061981288,0.03647709727225945,0.02744421156454191,0.011002829298962569,0.001079913606911509,0.0,0.029118468288791277,0.01214811353813805,0.008784773060029227,0.0185256287195239,0.008968609865470878
2020-05-13,0.02255351681957185,0.002564102564102555,,0.04089979550102241,0.01729106628242083,0.02561284868977176,0.01577615716624492,0.015204031107098226,0.03130099391781638,0.0,0.015265998457979935,0.011425709037998333,0.014402703012255103,0.0,0.0,0.0047244094488188,0.0,0.020151527926669077,0.01377004815537064,0.02919764560099125,0.03839779005524857,0.0,0.019095163806552184,0.025727826675693954,0.022048677372948466,0.01585963560169068,0.010846029299884874,0.033856251000480286,0.018368994751715828,0.01849162552037953,0.002169197396963085,0.044538209095171144,0.025819737050530644,0.01852423587527019,0.004562969691378704,0.029163468917881907,0.006428645287088086,0.04418096723868947,0.048376830044557506,0.0,0.01865346534653467,0.026627218934911268,0.01727218582489587,0.012901647365845648,0.013049151805132775,0.019028758395040368,0.012993566292418324,0.018837018837018826,0.01607597293774443,0.03244696169722561,0.02922885572139311,0.0021574973031284195,0.0,0.036666666666666625,0.010502019619157421,0.014513788098693858,0.027424370935821285,0.01925925925925931
2020-05-14,0.037476635514018586,0.01278772378516635,,0.037491814014407376,0.030689329556184974,0.02847605703453393,0.0177289377289378,0.017472385597475215,0.03898158803222085,0.0,0.023086269744835963,0.019055704919579197,0.01552488215203085,0.0,0.0,-0.0015673981191222097,0.025294374182293966,0.03829078801331853,0.0227692066109213,0.02904657987809456,0.024873636605480254,0.054282795855829624,0.025319943665421674,0.03300330033003296,0.0313397678961278,0.015600180184452084,0.026013624346282294,0.04010219091120226,0.038949454905847336,0.0155893536121674,0.0,0.03904847396768396,0.004323656578134605,0.02515913913307055,0.008081378920599125,0.02591349739000748,0.007015772278012422,0.04745114444510845,0.03946569520340004,0.0,0.02472687687103914,0.021613832853025983,0.018442622950819665,0.016167211478075982,0.04207814512666386,0.015293620616814607,0.019800747198007507,0.016077170418006492,0.020097739767868106,0.033937703393770446,0.01948640483383679,0.0032292787944026013,0.0,0.03989381589770424,0.014904065783462705,0.0207439198855508,0.03421390570537519,0.018895348837209225
2020-05-15,0.02450229709035212,0.005050505050504972,,0.039056335805586206,0.022217132386623817,0.024335189859892248,0.018907764660716087,0.017510715091360263,0.020766994323688115,0.0,0.020041567695961993,0.021476510067114152,0.02209745114934547,0.0,0.013157894736842035,0.0015698587127157548,0.0,0.02765616293482842,0.023145127240624896,0.027349177330895813,0.023491239454899393,0.030311418685121216,0.010391471826569854,0.024281150159744413,0.030164610199704844,0.012932745056843276,0.012093968062896199,0.059918124302195785,0.030334827816464793,0.01769000374391605,0.008658008658008587,0.03779697624190059,0.035209102091021016,0.020993494973388538,0.008969615427738553,0.028893330910412462,0.008051281004865185,0.04233468363096926,0.028621495327102897,0.0,0.0226505292711614,0.02498488817247635,0.017821212992239044,0.016337849615719824,0.04738360115368767,0.016894141145139763,0.026621077054585385,0.025052742616033852,0.01562967842385765,0.027900179856115148,0.024299896280930433,0.0010729613733906351,0.0,0.030884838025383887,0.010015191582737781,0.014015416958654603,0.036363636363636376,0.021398002853067144
2020-05-16,0.026466191857908994,0.012562814070351758,,0.03774014731566555,0.025767421017252934,0.026495247284628265,0.01888658628485307,0.017126229735347165,0.023599620235996266,0.0,0.02488720710231407,0.015247632425574364,0.011965626019797782,0.0,0.0,0.0015673981191222097,0.028923862186303717,0.02310526839956184,0.02340936374549818,0.01985906470211396,0.006720770986558433,0.03277807630306295,0.008274965274699397,0.02807236431690585,0.026550586708484314,0.0075015556221336155,0.009384872700241687,0.05119382022471908,0.029812054439403823,0.016186884944357605,0.0042918454935623185,0.06347554630593133,0.011881776325560756,0.029829134086301723,0.007674463829314471,0.03267396679618506,0.006995110073941602,0.026547703760468444,0.049403747870528036,0.10526315789473695,0.01929212732804042,0.02948692746215853,0.020050833097994936,0.016355868778844984,0.018489378442171578,0.0175955479171781,0.030212917806589745,0.018523282737329616,0.017865566037735814,0.03786006430305555,0.022421524663677195,0.001071811361200492,0.0,0.0352608816964286,0.01877332739123161,0.015894955079474693,0.042961061189559224,0.034916201117318524
2020-05-17,0.008309062874764406,0.012406947890818865,,0.02041563003073321,0.039536915683704654,0.01830422356303596,0.01409883049045435,0.01950794213007101,0.01629786670200084,0.0,0.011502414086907109,0.01733949253531497,0.009862409975276876,0.0,0.0,0.0015649452269170805,0.0,0.01875466433044548,0.018255131964809435,0.02254327191513128,0.001763446277868841,0.0,0.00923293372805345,0.023665048543689338,0.022018541930046265,0.004254686445621214,0.011930405965203006,0.04669650611263276,0.015553357907039489,0.011132229161010088,0.0,-0.004207436399217168,0.01996183766329085,0.011248593925759387,0.009752634589803577,0.015563536856507687,0.005424544556502653,0.02170203689879502,0.02813852813852824,0.0,0.01634272402999204,0.013939278212717232,0.0030454042081948796,0.007900590626677806,0.022016222479721792,0.0193019141064823,0.017896316822537894,0.007072493053801532,0.00556102647280321,0.019893787406221053,0.024052065647991006,0.0064239828693790635,0.0,0.02375096856786718,0.007928696412948355,0.014965986394557929,0.02921145482891596,0.01754385964912286
2020-05-18,0.02676068303457657,0.007352941176470562,,0.01885980638221585,0.011346921622189532,0.01686500511438771,0.012033913756951398,0.018626900772334976,0.025945241199478497,0.0,0.020637371893865053,0.01873299991225763,0.018733867319513653,0.0,0.0,0.0,0.014882182720132198,0.02435476850229845,0.017171862625098955,0.02074943689850528,0.04400855023261663,0.032127991675338086,0.008044842007435049,0.01541197391819793,0.024688176476652002,0.015033312453732739,0.016229099576078543,0.04493234618330355,0.012039660056657242,0.013247404224847825,0.004273504273504258,0.044020831286233575,0.016117426967908965,0.015572858731924377,0.011849505815540784,0.026608285618053173,0.003570194304254759,0.0272950263556182,0.016315789473684283,0.0,0.019016581312896186,0.016572504708098013,0.01766491857576602,0.014748858447488633,0.024187452758881234,0.009547104308032184,0.014292196007259506,0.010032605969400477,0.03755976726769972,0.01613769733035797,0.02017131804365846,0.0,0.0,0.024746610504146282,0.009656594151792985,0.006702412868632601,0.011480507055728228,0.01591511936339529
2020-05-19,0.02399470461691222,0.0,,0.025900900900900803,0.02285476833575739,0.027552197060771944,0.01261147644356364,0.008238010284395081,0.021349599695005717,0.0,0.022558459422283406,0.010809181344472618,0.014941357782827902,0.0,0.0,0.0015624999999999112,0.0,0.01601285173861222,0.01592638471067076,0.022801738548980266,0.0060219197880284625,0.01688720856962833,0.009478809530669263,0.016345592527729158,0.04486695840249477,0.01208415147265085,0.010921135081908506,0.0401294893720987,0.023792862141357674,0.011660777385158916,0.0021276595744681437,0.021552941176470553,0.004956804985129626,0.018893756845564047,0.007528332433891061,0.015748031496062964,0.004194996172137033,0.025655354602722946,0.032625582599689285,0.0,0.0175019329444015,0.016858095590959632,0.01057770545158676,0.009629662961796237,0.035055350553505615,0.012192262602579218,0.012748825766047966,0.014402781226719563,0.022264171894953,0.027960225308579112,0.01814734561213438,0.004255319148936065,0.0,0.032273603082851654,0.010746332813927229,0.0,0.015606526365571138,0.01305483028720622
2020-05-20,0.054621848739495826,0.012165450121654597,,0.02263995609220637,0.016250253910217394,0.02690893462585353,0.014011208967173783,0.015274525110590575,0.019534652233420324,0.0,0.0157384987893463,0.011226141785957822,0.024346930896924412,0.0,0.0,0.0031201248049921304,0.02077393075356415,0.024359889829643988,0.019822330604424288,0.021182008368200833,0.01843648988387403,0.012145247242533186,0.007934242822078996,0.04480183802412396,0.01870216145958703,0.011407729318640314,0.015177543611086586,0.03764167009219577,0.022470950102529086,0.015368494586098569,0.014861995753715496,0.024691358024691468,0.04114994363021429,0.039505509271701156,0.009507485470955368,0.020187338501292063,0.004322011081353105,0.04086383674278071,0.05065195586760285,0.0,0.016717325227963542,0.00783384951721633,0.020128824476650653,0.01210797640801653,0.021746880570409965,0.03127171646977067,0.01314045936395769,0.02252141982864142,0.0,0.02585456559582222,0.025538707102952918,0.0,0.0,0.023736195364753465,0.008505661580989754,0.043275632490013205,0.04097788125727586,0.014175257731958713
2020-05-21,0.018081520073552015,0.0,,0.029652488930631993,0.09094543274035582,0.023692715478155657,0.017282975830153147,0.0048953020478252895,0.023431779350744364,0.0,0.03138657131505762,0.02536285311032005,0.021657747292781693,0.0,0.0714285714285714,0.0062208398133747345,0.0,0.022605508972495025,0.02261392361822767,0.035211267605633756,0.013870929822499045,0.01457083384351665,0.033639143730886945,0.03188565145684441,0.02854240011341358,0.010720040337166115,0.011618575764976713,0.029994340690435717,0.02130859864627732,0.012641898864809153,0.0020920502092049986,0.027423125337169507,0.0016242555495398214,0.017321613236814803,0.005372207778426175,0.024536963748614804,0.0058921466264074684,0.037498810316931586,0.06396181384248201,0.04761904761904767,0.02483353716537584,0.026753434562545086,0.0042094185740595425,0.016528197751225715,0.016399162595952532,0.016097634022162355,0.022452316076294387,0.0,0.029817510319356977,0.0230239688385816,0.021271076523994736,0.006355932203389925,0.0,0.037346541874316186,0.0076959569869801125,0.01659221442246328,0.035189741295757804,0.017789072426937835
2020-05-22,0.028747742323901315,0.004807692307692291,,0.01798279906176692,0.028215463539758234,0.025268011265558332,0.012763572075374041,0.011018159559273544,0.017052229906987737,0.0,0.013482280431432958,0.01594247560349249,0.02014116026854884,0.0,0.0,-0.007727975270479082,0.03551476456504399,0.02683857899657216,0.0158003741314805,0.019913419913419883,0.03292753623188416,0.01689596910451363,0.011532982686828896,0.03782631859350016,0.02051411637683498,0.009576071750046156,0.009570945712906065,0.044230769230769296,0.03297332678775988,0.01791932059447987,0.0,0.020565327732563254,0.016891891891891886,0.020076238881829633,0.006550736875436947,0.02364029666254641,0.0047579237946686614,0.043482249334923395,0.03947958725886047,0.0,0.020784300725958937,0.02975352112676055,0.012313335079905618,0.01384797550973249,0.040164778578784865,0.012158278682484758,0.027395800021319694,0.04285372276753652,0.02283634829386627,0.009160650670084536,0.02324104648209291,0.002105263157894832,0.0,0.023815801036997986,0.007741800491708917,0.07030759573132461,0.036802304645300765,0.0024968789013732895
2020-05-23,0.03269934162399424,0.011961722488038173,,0.027457757296466934,0.02904490377761948,0.025287712807789076,0.02030910716566603,0.009636730575176555,0.0,0.0,0.009248701380970559,0.013670097672443537,0.018321199556434076,0.0,0.0,0.0015576323987538387,0.0,0.022305678843746346,0.016179420566279745,0.024617996604414216,0.004153103603097952,0.017208639924044533,0.0,0.03336755646817258,0.024108589951377546,0.004296824646586206,0.008591975129392138,0.04419889502762442,0.030099009900990126,0.013265476389120678,0.0,0.025810324129651896,0.0001328903654485014,0.0186846038863977,0.003676783830016017,0.0,0.004947592376463694,0.02518681318681315,0.02071644367716874,0.0,0.019938949145937412,0.018977603009061372,0.006211180124223503,0.011365740411046765,0.02310231023102305,0.015725101921956863,0.02666528325378703,0.024793388429751984,0.020160874497267223,0.02310465268309092,0.025195482189400487,0.0021008403361344463,0.0,0.022861230329041415,0.0,0.0,0.03341205890525156,0.012453300124533051
2020-05-24,0.025572005383580176,0.0,,0.020183143337694,0.025454545454545396,0.016259020785618583,0.00876314471707551,0.011143870871020978,0.03282917106343075,0.0,0.018076826512678945,0.014762503241765979,0.01562426021495189,0.0,0.0060606060606061,0.0,0.01194605009633909,0.023266169431147787,0.015371670819714467,0.020890046159308895,0.006483344511513556,0.0,0.006607989167230821,0.02086438152011927,0.01797999780195636,0.0033799683395370206,0.005910645937065917,0.03668430335097006,0.019607843137254832,0.020502264306298867,0.0,0.014294073392961737,0.04716981132075482,0.014673514306676516,0.006621392190152786,0.04800000000000004,0.004414796374810459,0.023710500364447107,0.022410147991543283,0.0,0.016015028018339317,0.012919463087248229,0.010030864197530853,0.0078018279373037736,0.02870967741935493,0.008099197247706469,0.020313289540171864,0.022177419354838745,0.016477129138235957,0.019807945085438927,0.015980629539951607,0.002096436058700135,0.0,0.013846541161990578,0.029223981313262426,0.031671554252199474,0.026887141224709366,0.03075030750307506
2020-05-25,0.03508771929824572,0.007092198581560183,,0.012090126396775869,0.018068220195879725,0.02552381762323397,0.003392074129229705,0.01000790748245528,0.017709161085253777,0.0,0.014180024660912505,0.017280358582185018,0.011607850449862456,0.0,0.0,0.0,0.0,0.015529808529155753,0.010804436511983706,0.017738102139006395,0.01343847179031532,0.0,0.01721864995022737,0.009245742092457432,0.018115863796342335,0.002291915401671396,0.0038050340937789695,0.03606668935011914,0.014932126696832526,0.012506051315152478,0.0,0.018790176363935984,0.009516558812333376,0.011569052783803269,0.0060848242666424746,0.01195448653319886,0.003454905052349133,0.0193080918076729,0.016129032258064502,0.0,0.017736830559994976,0.008779194964386283,0.0056022408963585235,0.005058479940751592,0.02226403261210419,0.0,0.008122028526148961,0.00504054350208194,0.021082989408781172,0.009810064266661866,0.01537178265014294,0.006276150627614996,0.0,0.040917117315969476,0.011952794028646352,0.008527572484366086,0.02009556850166927,0.005966587112171906
2020-05-26,0.044308020819431526,0.009389671361502261,,0.017435897435897463,0.025045612871122946,0.031325800767077805,0.012203166226912865,0.010520392435103831,0.01126603457891795,0.0,0.013252279635258324,0.009836509102152835,0.013433179723502331,0.0,0.006024096385542244,0.0,0.0,0.010516260924681164,0.011445688160176548,0.00831577148715601,0.008109589041095822,0.044335550110838895,0.006479938638948468,0.01687560270009647,0.011346284356973158,0.009401954840836835,0.00592073262776549,0.030260380014074606,0.020285332144449386,0.013706271416049187,0.0,0.02078951625950487,0.012694821518350885,0.008101024541339097,0.004332912077992468,0.014802163393111245,0.0029550892591325706,0.025270164769692238,-0.014245014245014231,0.0,0.01628845028789594,0.007881773399014858,0.004558115978728683,0.011859575947167134,0.019631901840490906,0.010309278350515427,0.023383768913342484,0.014609681639773164,0.01753104455807164,0.014554415075608507,0.011618354653209817,0.005197505197505281,0.0,0.04280753836774731,0.005781211064041836,0.0,0.017902977412731058,0.008303677342823335
